url,status,found_emails,found_phones,found_osoby,ico,jurisdiction,error_reason
https://elmishop.sk/,OK,info@elmishop.sk,+421 907 581 791,Erika Matulová||4,3,SK,
https://www.minilove.sk/,OK,info@minilove.sk,"+421903928140, +421918852036, 037-001-6536, 037-001-6700, 037-001-6815",,5,SK,
https://www.isexshop.sk/,OK,info@isexshop.sk,0944393713,Roman Melíšek|konateľ|3,4,SK,
https://www.ruzovyslon.sk/,OK,ahoj@ruzovyslon.sk,"+421 277 270 005, +420 596 810 697, 28642317",Adam Durčák|Majiteľ|5,,CZ,
https://superlove.sk/,OK,"info@superlove.sk, info@e-kondomy.cz","0949 171 697, 29361419, 608 655 001",Tag Manager|Manager|3,,CZ,
https://sensu.sk/,OK,info@sensu.sk,,,,SK,
https://www.eroticcity.sk/,OK,"zasilky@cityrealex.com, obchod@cityrealex.com","902999666, +421902999666, 43859551, 421 902 999",,0,SK,
https://www.eros.sk/,OK,obchod@eros.sk,"+420495532839, 24713371, 24709182, 24709691, 247104330",,,CZ,
https://www.rozkos.sk/,OK,,0905 560 148,,,SK,
https://www.erotickaplaneta.sk/,OK,,,,,SK,
https://www.69shop.sk/,OK,"info@69shop.sk, info@xyz.sk","00421915130618, 0915 130 618",Panax Ginseng|President|3,5,SK,
https://intimshop.sk/,OK,info@intimshop.sk,+421948317755,,,SK,
https://www.kondomshop.sk/,OK,pomoc@kondomshop.sk,"+421 222 205 868, +421 902 394 374, 28642317",Adam Durčák|Manažér|5,4,UNKNOWN,
https://sexshopbratislava.sk/,OK,"info@sexshopbratislava.sk, personalne@opc.sk","0907 670 733, 0907 670 799, 02/ 58272 172, 02/ 58272 170",,4,SK,
https://www.erosstar.cz/,OK,"info@erosstar.cz, marketing@erosstar.cz, brno@erosstar.cz, zdar@erosstar.cz","+420545578536, 545 578 536, 220 812 509",Knieradl Táta|zakladatel|3,,CZ,
https://www.lovesexshop.sk/,OK,"info@lovesexshop.com, info@desirel.com, info@lovesexshop.sk, dpo@topefekt.com, hey@molin.ai","23121076, +420 604 314 944, +421 948 483 365, +421 455 242 500, +421 221 201 135",,2,CZ,
https://www.sexiveci.sk/,OK,"mail.marketing@websol.sk, marketing@websol.sk","+421 905 717573, 0905717573",,4,SK,
https://www.sexposta.sk/,OK,"objednavky@sexposta.sk, info@sexposta.sk, podpora@gopay.cz","0940 719 748, 048/4124693, 25194798, +420 225 331 500, 26046768",,2,CZ,
https://www.slave4master.sk/,OK,info@slave4master.sk,"+421 222 205 937, 28257308",,,CZ,
https://www.eroloveshop.sk/,OK,"eroloveshop@gmail.com, platby-podpora@comgate.cz","+421951259269, +420 228 224 267",Michal Babenský|Konateľ|5,5,SK,
https://www.flagranti.sk/,OK,"ahoj@flagranti.sk, flagranti@flagranti.sk, marketing@flagranti.cz, info@tongabv.com","+421918345016, 222 205 496, 28642317, 24 222 205, +421 222 205 496",,0,CZ,
https://www.eroticcity.cz/,OK,"obchod@cityrealex.com, zasilky@cityrealex.com, cityrealex@cityrealex.com, trusty@cityrealex.com","737221221, +420737221221, 420 737 221, 420 296 338",,,CZ,
https://e-kondomy.cz/en/,OK,info@e-kondomy.cz,608 655 001,Tag Manager|Manager|3,,CZ,
https://www.mhsexshop.com/,OK,obchod@mhsexshop.com,+420608926623,Martin Hrubý|Zakladatelem|5,,CZ,
https://www.sexshop-sexshop.sk/,OK,,,,,SK,
https://www.sexshop-erotic.cz/,OK,"info@sexshop-erotic.cz, reklamace@sexshop-erotic.cz","+420 774 305 098, 774 305 098",Susan Colvinová|majitelka|3,,CZ,
https://www.eshopemanuela.sk/,OK,info@eshopemanuela.sk,+421 905 402 069,,,SK,
https://www.lussy.sk/,OK,"obchod@lussy.sk, vo@lussy.sk","+421915732190, 0915 732 190, 0904290539, 0557056000, 040468 1000",,4,SK,
https://www.sexshops.sk/,OK,info@copyright.sk,+421 911 967436,,,SK,
https://www.desirel.sk/,OK,"info@desirel.com, info@desirel.sk, success@klaviyo.com, hey@molin.ai, info@edognet.hu","+42123302662, 26573898, 23121076, +420 604 314 944, +421 948 483 365",,2,CZ,
https://shop.svadeni.cz/,OK,"obchod@svadeni.cz, pavel.vyklicky@svadeni.cz","+ 420 605 222 189, 420 605 222, 605 222 189",Pavel Vyklický|Jednatel|5,,CZ,
https://www.deeplove.cz/,OK,"info@deeplove.cz, info@fotion.cz, autersky7@gmail.com","+420 720 406 406, 226633669, 24725129, 720 406 406, +420 22 66 336 69",Karel Marha|Ředitel|7,0,UNKNOWN,
https://www.sex-shop69.cz/,OK,"shop@sex-shop69.cz, sklep@sklep69.pl","650056 439, 653144 499, 657273 189, 0505453292, 697 578 102",,,CZ,
https://officeland.sk/,OK,"shop@officeland.sk, gdpr@officeland.sk","+421902456224, +421243632532, 02/ 58272 172, 02/58272 104, 02/ 58272 170",,3,SK,
https://orodian.sk/,OK,obchod@orodian.sk,"+421940640600, 0940 640 600",,5,SK,
https://www.dobrio.sk/,OK,info@dobrio.sk,+421951026258,,4,SK,
https://www.kucerave.sk/,OK,info@kucerave.sk,+421 2 58 27 21 72,Carol Cardoso|majiteľ|3,5,SK,
https://www.ateobaby.sk/,OK,"eshop@ateobaby.sk, eshop@ateocosmetics.sk, info@hanashop.sk","+421 918 627 125, +421 918 570791",Malý Cetín|majiteľ|5,4,SK,
https://www.shapenbarefoot.com/,OK,"info@shapenbarefoot.com, hello@shapenbarefoot.com, wholesale@shapenbarefoot.com","02/ 58272 172, 02/58272 104",,5,SK,
https://www.jezkobezko.sk/,OK,info@jezkobezko.sk,"+421948123802, 800679-001, 800603-006, 800626-002",Ježko Bežko|prevádzkar|3,5,SK,
https://www.belenka.sk/,OK,"info@belenka.sk, info@belenka.com, gdpr@belenka.com","+421 41 321 78 30, 041/7632130",Juraja Fehervariho|CEO|3,5,SK,
https://www.doruzova.sk/,OK,hello@doruzova-studio.com,+421 903 215 871,,,SK,
https://www.bloompress.sk/,OK,info@bloompress.sk,"+421950763241, 0950 763 241",Podunajské Biskupice|majiteľ|3,5,SK,
https://www.waragod.com/,OK,info@waragod.com,"+421 373 217 877, 47056827",,,SK,
https://www.perlicka.sk/,OK,"perlicka@perlicka.sk, info@perlicka.sk, sykora@perlicka.sk, asistentsr@perlicka.sk, asistentcr@perlicka.sk","+421948125346, +421948008556, +421948147741, +421948145541, +420602341560",Nové Mesto|majiteľ|3,5,SK,
https://www.ocircle.sk/,OK,ahoj@ocircle.sk,"0908994113, 201415733, 39796497",,3,SK,
https://wantee.sk/,OK,info@wantee.sk,,Ponožky Pretekár|konateľ|3,4,UNKNOWN,
https://www.mmrybarstvo.sk/,OK,"mmrybarstvo@gmail.com, info@mmrybarstvo.sk, objednavky@mmrybarstvo.sk, reklamacie@mmrybarstvo.sk","+421948565605, 0948 565 605",Fox Specialist|Specialist|3,4,SK,
https://www.elbeza.sk/,OK,"ahoj@elbeza.sk, obchod@elbeza.sk","35000302, 56006-001, 35000269, 35000039, 35000389",,5,SK,
https://www.puzzlemania.sk/,OK,puzzlemania@puzzlemania.sk,"+421 919 137 045, 500 150 160, 250 260 275, 40 320 400, 500 100 120",,4,SK,
https://www.artmie.sk/,OK,"info@artmie.sk, reklamacie@artmie.com, info@maliarskeplatno.sk","+421 57 2225 030, 0918 772 471, 0948 919 677",Valerian Grass|Konateľ|5,3,SK,
https://www.sportzoo.store/,OK,info@sportzoo.store,+421948126655,,,UNKNOWN,
https://fassany.sk/,OK,info@fassany.sk,,,5,SK,
https://www.happyterra.sk/,OK,"objednavky@happyterra.sk, michal@happyterra.sk, info@happyterra.sk","+421 905 201 130, +421918888114, 041/7632139",,4,SK,
https://prevadzkaren.sk/,OK,info@prevadzkaren.sk,"0542028951, 58463 131, 40401 136, 538200 103, 538100 140",Finstat Duklianska|prevadzkar|5,5,SK,
https://www.jutro.sk/,OK,"obchod@jutro.sk, unichem@unichem.si","0948 487 682, +421 948 487 682, 22109560, 807/458 029",,4,SK,
https://www.elektroantos.sk/,OK,"objednavky@elektroantos.sk, predajna@elektroantos.sk, ahoj@elektroantos.sk","+421 903 278 553, +421908759447, 32102702, 32105707, 32105703",Jakub Antoš|Konateľ|5,5,SK,
https://www.madmat.sk/,OK,"objednavky@madmat.sk, madmat@madmat.sk, naradie@madmat.sk","02/4487 1170, 0901 779 419, +421 901 779 419, +421 905 501 856, 602024000",Marek Madarász|Zodpovedný vedúci|5,3,SK,
https://www.imoda.sk/,OK,"ozpo.ke@minv.sk, statny.dozor@pdp.gov.sk, info@imoda.sk, info@isperky.sk, majitel@imoda.sk","29475008, 948 666 665, 02 3231 3214, 0948 666 665",,5,SK,
https://www.4camping.sk/,OK,"objednavky@4camping.sk, reklamace@4camping.sk, reklamacie@4camping.sk, objednavky@4camping.cz","+421221028018, 02/58272 172, 02/58272 104, 02/58272 170",Hannah Founder|Founder|3,2,UNKNOWN,
https://www.4home.sk/,OK,"info@4home.sk, reklamacia@4home.sk","20 512 520, +421 220 512 520",,2,CZ,
https://www.4kids.sk/,OK,"info@4kids.sk, registracie@4kids.sk, reklamacie@4kids.sk, info@4kids.cz, info@zasielkovna.sk","02/3305 6447, 313 129 857, 225 331 500, 218 218 218, 216 216 516",Petr Homolka|Konateľ|3,2,CZ,
https://www.agatinsvet.sk/,OK,"dotazy@agatinsvet.sk, objednavky@agatinsvet.sk, reklamacie@agatinsvet.sk, bratislava@agatinsvet.sk, bratislava.central@agatinsvet.sk","0940 052 867, 0940 776 194, +421 948 048 247, +421 948206652",Kristýna Křížová|zakladateľky|5,2,CZ,
https://www.ahifi.sk/,OK,"info@ahifi.sk, objednavky@ahifi.sk, reklamacie@ahifi.sk","+420607383838, 00420 607 383 838",Česká Republika|majiteľ|3,,CZ,
https://www.ahprofi.sk/,OK,"obchod@ahprofi.sk, reklamace@ahprofi.sk, info@ahprofi.sk, smetana@ahprofi.sk, velisek@ahprofi.sk","+420377542628, 454100120, 454010120, 241100 100, +420603175311",Vladimír Prokop|majiteľ|3,,CZ,
https://eshop.albi.sk/,OK,eshop@albi.sk,"+421 908 720 000, 0908 720 000",,3,UNKNOWN,
https://albumshop.sk/,OK,"info@albumshop.sk, karpex@karpex.cz",,Karol Píry|CEO|7,2,CZ,
https://alinda.sk/,OK,"info@hoppline.eu, info@alinda.sk, info@challengerit.hu, bekelteto.testulet@bkik.hu, info@baranyabekeltetes.hu","+36205610349, 424 144 144, 210 184 187, 20 200 203, 240 241 245",Norbert Tátrai|riaditeľ|5,2,SK,
https://www.altevita.sk/,OK,"obchod@altevita.sk, velkooobchod@altevita.sk, office@altevita.sk, info@altevita.sk","0948 280 711 (9:00 - 14:00), 0948280711",,5,SK,
https://www.ariete.sk/,OK,,,,3,SK,
https://www.armpek.com/,OK,"armpek@armpek.sk, obchod@armpek.sk, fakturacia@armpek.sk, sklad@armpek.sk, predajna@armpek.sk","+421950433903, +421951124114, +421915706161, +421917912332, +421 910 127 252",Peter Kubík|majiteľ|7,4,SK,
https://www.arno-obuv.sk/,OK,"arnoobuv@gmail.com, arno@arno.cz","577 915 036, 773 667 390, +420 577 915 036, +420 773 667 390",Zlín Česká Republika|majiteľ|3,7,CZ,
https://www.astoreo.sk/,OK,astoreo@astoreo.sk,"+421022083955, 02 2083 9556, 20 839 556",,2,CZ,
https://auto123.sk/,OK,info@auto123.sk,"+421905589238, 0905 589 238, 20 200 205, 210 215 220, 240 245 250",Anton Laurenčík|konateľ|5,3,SK,
https://www.autosedacky24.sk/,OK,info@autosedacky24.sk,037/3810711,,4,SK,
https://autozulu.sk/,OK,"info@autozulu.sk, objednavky@autozulu.sk",0948167871,Ľubomír Ferianc|Majiteľ|5,5,SK,
https://www.avita.sk/,OK,"info@avita.sk, statny.dozor@pdp.gov.sk, platby-podpora@comgate.cz","+421 917 606 554, +421 232 780 801, 421 917 606, +420 228 224 267",Klientom Obchodníka|majiteľ|3,5,SK,
https://www.babickarstvo.sk/,OK,"info@babickarstvo.sk, info@familium.sk","+420 725 957 422, +421 221 201 290",Monika Kopřivová|zakladateľka|3,,UNKNOWN,
https://www.babymall.sk/,OK,"babymall@babymall.sk, info@babymall.sk","+420 739 668 252, 27850790, +420 602 281 916, 093858/2010",,,CZ,
https://bagalio.sk/,OK,"info@bagalio.sk, reklamacie@bagalio.sk, info@shopen.cz","+420722933770, 29365252, 722 933 770",,,UNKNOWN,
https://www.balabim.sk/,OK,info@balabim.sk,+421948943399,,5,SK,
https://www.barberservis.sk/,OK,info@barberservis.sk,"+421 910 742 063, 00421910742063, 0910 742 063",,5,SK,
https://www.barebarics.sk/,OK,"info@barebarics.sk, info@belenka.com","+421 41 321 78 30, +421 41 321 78 31, 041/7632130",,5,SK,
https://www.batoharen.sk/,OK,"info@batoharen.sk, poptavka@pixsro.cz","+421 222 205 461, 222 205 461, 47085001, 612130196, 47250001",Vilimova Veľkoobchodná|majiteľ|5,,CZ,
https://beautydepot.sk/,OK,"obchod@beautydepot.sk, ahoj@beautydepot.sk","+421907931588, +421915212719, 0915 212 719",Nové Mesto|majiteľ|3,3,SK,
https://www.bezdoteku.sk/,OK,"info@bezdoteku.sk, bezdoteku.cz@gmail.com, info@bezdoteku.cz","+420 734 160 412, 24195308, +420 739681656, 734160412, +420 776 760 172",Jiří Roháč|konateľ|7,,CZ,
https://bibelot.sk/,OK,"info@bibelot.cz, info@bibelot.sk, obchod@activa.sk","+420286017576, +421 232 777 467, +421 123 456 789, 02/ 58272 172, 02/58272 104",Lewis Edson|Zakladateľ|3,3,SK,
https://www.bio-nechty.sk/,OK,"info@bio-nechty.sk, info@bio-nehty.cz, statny.dozor@pdp.gov.sk, dozor@pdp.gov.sk","+420777075875, +420608737444, 420 777 768, 420 777 075, 777075875",Plachá Majiteľka|Majiteľka|5,,CZ,
https://biocare.sk/,OK,biocare@biocare.sk,"0948900563, +421 948 900 563, +421 903 966 346, 02/ 58272 172, 02/58272 104",,5,SK,
https://www.blancheporte.sk/,ERROR,,,,,,HARD_TIMEOUT_100s
https://www.blendea.sk/,OK,"info@blendea.sk, info@blendea.cz, sona@blendea.cz","+421 917 133 459, +420 608 255 816, 917 133 459, 291932323, 32324411",Peter Chodelka|zakladateľ|3,2,CZ,
https://www.bodyworld.eu/,OK,"info@bodyworld.eu, spotrebitel@regio.cz","+421220620760, +421 917 556 433, 02/ 58272 172, 02/58272 104, +420 296 366 360",,3,SK,
https://www.bohatstvo-prirody.sk/,OK,info@bohatstvo-prirody.sk,"+421948727113, 0517721597",Dermatológia Alergia|manažér|3,5,SK,
https://www.bombazlava.sk/,OK,"info@bombazlava.sk, podpora@bombazlava.sk","0910 147 585, 651 360 136, 562 360 120, 434 360 186",,5,SK,
https://www.bonprix.sk/,OK,,,Manager Akceptujem|Manager|3,,SK,
https://www.brainmarket.sk/,OK,"objednavky@brainmarket.sk, bortlikova@brainmarket.cz, reklamacie@brainmarket.sk, poradenstvo@brainmarket.sk, marketing@brainmarket.cz","+421 222 205 175, +420 555 333 688, 222205175",Jirkovi Máte|zakladateľovi|5,+,CZ,
https://www.brasty.sk/,OK,info@brasty.sk,"00421222205986, 222 205 986",,2,CZ,
https://www.brendon.sk/,OK,info@brendon.sk,0911474722,,3,UNKNOWN,
https://www.brit.sk/,OK,"brit@vafo.cz, marketa@vafo.cz, chovatel.brit@vafo.cz, bonus@vafo.cz, recepce.chrastany@vafo.cz","+420 311 610 610, 420 311 610, +420 601 691 174, +420 607 044 269, +420 722 971 594",Predplatné Mapa|majiteľ|3,,UNKNOWN,
https://www.bruderland.sk/,OK,ahoj@bruderland.sk,+420 735 053 473,,2,CZ,
https://www.bubulakovo.sk/,OK,info@bubulakovo.sk,+421905383904,Daša Kozmérová|Zodpovedný vedúci|3,5,SK,
https://www.budchlap.sk/,OK,info@budchlap.sk,"+421 911 430 429, +421 48 26 01 020",Lukáš Pampurík|Zodpovedná osoba|3,4,SK,
https://bushman.sk/,OK,obchod@bushman.sk,"00421/908767330, 908767330",Tovaru Obchodníkom|Prevádzkar|3,5,SK,
https://www.cannapio.sk/,OK,ahoj@cannapio.sk,+420576776793,,,CZ,
https://carnomed.sk/,OK,"info@carnomed.sk, obchod@carnomed.sk, poradna@carnomed.sk, stanka.durisova@carnomed.sk, maria.karpatova@carnomed.sk","+421 914 336 337, +421 914 336 330, +421 914 336 335, 0914 336 337, 0914 336 330",Štefan Pogány|CEO|5,4,SK,
https://www.cdrmarket.sk/,OK,"obchod@cdrmarket.cz, reklamace@CDRmarket.cz, wholesale@cdrmarket.cz, obchod@cdrmarket.sk, wholesale@cdrmarket.sk","+421 917 858 004, +420 773 484 483, +420 773 574 747",Denis Čišič|majiteľ|5,,CZ,
https://www.cisteoblecenie.sk/,OK,obchod@cisteoblecenie.sk,"+421 22 22 00 227, +421 45 52 42 500, +421 2 32 773 373, +421 221 201 135, +421 910 621 045",Martin Mikuľák|Kontaktná osoba|7,4,SK,
https://www.clovecinahra.sk/,OK,"info@clovecinahra.sk, spolupraca@clovecinahra.sk, Clovecina.hra@gmail.com, info@clovecinahra.sk.Formul, info@clovecinahra.sk.Obchodn","0907617851, +421 907617851, 0902 941 971, 055/7290705, 055/6227655",Juraj Fehervari|CEO|3,5,SK,
https://www.coffeein.sk/,OK,"info@coffeein.sk, kofyno@gmail.com","+421 905 885 644, 22857813, 22750771, 20831615, 0903 559 391",Peter Szabó|zakladateľ|3,4,SK,
https://www.colorway-shop.sk/,OK,podpora@colorway.sk,"+421948167700, 20010004, 23010004",Marcel Čápka|Zodpovedný vedúci|7,4,SK,
https://www.cool-ceny.sk/,OK,info@cool-ceny.cz,+420 608 53 58 52,,,UNKNOWN,
https://www.cool-mania.eu/,OK,"info@cool-mania.eu, p.kovacik@cool-mania.eu, m.bruchanik@cool-mania.eu","+421 940 240 464, +421 907 211 712",Hong Kongu|CEO|3,4,SK,
https://www.cooltopanky.sk/,OK,obchod@cooltopanky.sk,+420734754120,Petr Semotán|Konateľ|3,,CZ,
https://cricksydog.sk/,OK,dobryden@cricksydog.sk,"26616430, +421 455 242 500, +421 268 622 328, +421 221 201 135",Danka Naďová|majiteľ|3,,UNKNOWN,
https://www.dsport.sk/,OK,"dotazy@dsport.sk, ollender@volny.cz, dotazy@d-sport.cz","+420730518352, +420 234 665 111",,+,UNKNOWN,
https://www.dalap.sk/,OK,info@dalap.sk,"0903878089, 20878 089",Odstúpenie Kupujúceho|prevádzkar|3,4,SK,
https://www.decoled.sk/,OK,"info@decoled.sk, info@decoled.cz, podpora@gopay.cz, vstupenky@storyoflights.cz","+421904283991, +421094849041, +421948901212, +420721112211, 904 283 991",Eva Poláčková|Jednateľka|5,,CZ,
https://www.dedoma.sk/,OK,"info@dedoma.sk, objednavka@dedoma.sk","02/330 565 92, 24265403",Lenka Cvejnová|Zodpovedná osoba|3,,CZ,
https://www.decoronline.sk/,OK,info@decoronline.sk,"+420 737 202 279, +420 775 518 075, +420 602 154 224, 720001013",,,CZ,
https://www.dekoria.sk/,OK,"info@dekoria.sk, info@dekoria-home.cz",,Ilustrácie Majiteľ|Majiteľ|3,8,SK,
https://www.dekortextil.sk/,OK,"obchod@dekortextil.sk, web@dekortextil.cz, obchod@dekortextil.cz, sklad@forbyt.cz","+420 774 726 400, 774 726 400",Ďalej Predávajúci|majiteľ|3,2,UNKNOWN,
https://www.dendyshop.sk/,OK,"info@dendyshop.sk, rd@dendyshop.sk, podatelna@ksoud.brn.justice.cz","+421940528058, 28284682, +421 905 596 395, 421 940 528, 421 905 596",,5,UNKNOWN,
https://diablochairs.com/,OK,"info.pl@diablochairs.com, marketing@diablochairs.com","+48684228424, 522638490",,,UNKNOWN,
https://www.dobra-miska.sk/,OK,info@dobra-miska.sk,"+421 948 257 949, +420727821348, 948 257 949",,,UNKNOWN,
https://www.dobrytextil.sk/,OK,obchod@dobrytextil.sk,"+420 608 330 123, +421 222 205 111, 24790141",Dual Trade|Konateľ|5,,UNKNOWN,
https://www.dopplershop.sk/,OK,"prodejna@doppler.cz, predajna@doppler.sk, blanka.trajerova@doppler.cz, denisa.valickova@doppler.cz, natalie.novotna@doppler.cz","386 301 633, +420 386 301 633, 386 301 673, 386 301 611, 386 322 584",Trhové Sviny|majiteľ|5,,CZ,
https://www.drotik-elektro.sk/,OK,objednavky@drotik-elektro.sk,"+421222205125, 25942344",Havlíčkův Brod|majiteľ|3,2,CZ,
https://www.dublez.sk/,OK,"dublez@dublez.sk, obchod@dublez.com","+421 940 604 361, 421 940 604",,4,SK,
https://www.duotex.sk/,OK,duotex@duotex.sk,"0915 882 913, 0911 295 603, 0948 611 885, 0574461855, 0517721597",Podnikateľ Obchodníkovi|majiteľ|3,3,SK,
https://www.e-kovanie.sk/,OK,"info@e-kovanie.sk, info@deokork.cz","+421221201234, 29290775",David Pisarovský|jednatel|3,,CZ,
https://www.e-sportshop.sk/,OK,"obchod@e-sportshop.cz, zuzana.jedlickova@e-sportshop.cz, reklamace@e-sportshop.cz","387411543, 773633973, 602194990, +420 387 411 543, 26098806",Pavel Zeman|Vedúci|5,7,CZ,
https://www.earplugs.sk/,OK,"napiste@earplugs.sk, earplugs@earplugs.sk","+420 731 389 483, +421 731 389 483, 02/ 58272 172, 02/ 58272 170",Dmytro Kudraň|majiteľ|5,,CZ,
https://www.ecomodi.cz/,OK,obchod@ecomodi.cz,+420605848882,,3,CZ,
https://www.elegabags.sk/,OK,"obchod@elega.cz, info@elega.cz, d.valentova@elega.cz, p.sedinova@elega.cz, e.slezakova@elega.cz","+420731655203, +420495593077, +420603876462, +420731717665, 495 593 077",Eva Šedinová|Majiteľka|5,4,CZ,
https://www.elektricke-obojky.sk/,OK,"info@elektricke-obojky.sk, info@elektro-obojky.cz","+420 216 216 106, +421322601057",Antiparazitiká Cestovanie|majiteľ|3,,CZ,
https://www.elektronicky-obojok.sk/,OK,info@elektronicky-obojok.sk,"+421919140160, 02/ 58272 172, 02/ 58272 170",Nie Áno|majiteľ|3,,CZ,
https://www.elu.sk/,OK,"info@elu.sk, statny.dozor@pdp.gov.sk","052/222 02 00, 35041156, 45026404, 45018054",,4,SK,
https://www.emos.sk/,OK,"info@emos.sk, b2b@emos.sk, objednavky@emos.sk, zber@asekol.sk","+421 415 091 614, +421 415 091 610",,3,SK,
https://www.enemiq.sk/,OK,info@enemiq.sk,"+421905069132, 0905 169 032",,5,SK,
https://www.eobal.sk/,OK,"husarik@servisbal.cz, info@eobal.sk, info@eobaly.cz, fouskova@servisbal.cz, automatizace@servisbal.cz","+421222205815, +421948774338, 421 948 774, +420499979797, +420732178103",Michal Kutil|konateľ|3,4,CZ,
https://www.erikafashion.sk/,OK,"info@erikafashion.sk, jan@novak.sk","+421 23332 9767, 774234546",,,CZ,
https://www.estila.sk/,OK,info@estila.sk,"+421 948 818 897, 0948818897",,4,SK,
https://www.ezshop.sk/,OK,"info@ezshop.cz, info@ezshop.sk",+420 725 258 519,,,CZ,
https://fabini.sk/,OK,"jan@fabini.cz, zakaznici@fabini.sk","+421222205161, +420228227216, +420720420142, 725191826",Jan Fabini|zakladateľ|5,6,CZ,
https://sk.factcool.com/,OK,,,Daniel Lopez|CEO|3,,UNKNOWN,
https://www.familium.sk/,OK,"info@familium.sk, info@babickarstvo.sk","+421 221 201 (8:00-16:00), +421 221 201 290",Monika Kopřivová|zakladateľka|3,,CZ,
https://www.feedo.sk/,OK,"feedo@feedo.cz, feedo@feedo.sk, info.servis@ags92.com, kariera@feedo.sk","+421 220 570 888, 48110591, 53 909 453, +421 911 799 466",,,UNKNOWN,
https://fera.sk/,ERROR,,,,,,HARD_TIMEOUT_100s
https://www.fexi.sk/,OK,"info@fexi.sk, ondra@fexi.cz, ondra@fexi.sk","+421222205172, 222 205 172, +421940654405, +420731710753",Ondřej Pekárek|konateľ|5,2,CZ,
https://www.fitami.sk/,OK,"info@fitami.sk, info@fitami.cz","+420774143304, +420 776 601 976",Xiaomi Veľký|majiteľ|3,0,CZ,
https://www.freshlabels.sk/,OK,info@freshlabels.cz,"+420777077700, 22793593",Nové Město|majiteľ|3,,CZ,
https://www.futbalovedarceky.sk/,OK,info@futbalovedarceky.sk,"+421948918817, 50880000",Szucs Všetko|zakladateľ|3,4,SK,
https://www.fusakle.sk/,OK,"objednavky@fusakle.sk, obchodak@fusakle.sk, predavam@fusakle.sk, ram@fusakle.cz","+421911809722, 918-743-531, 950-591-753, 911-809-722, 00421 911 809 722",,4,SK,
https://www.gorillalepidlo.sk/,OK,info@gorillalepidlo.sk,+36-20/2332499,,2,SK,
https://www.gourmetkava.sk/,OK,,+420 296 366 360,Zakladateľ Gourmet|Zakladateľ|3,,CZ,
https://www.healthfactory.sk/,OK,"objednavky@healthfactory.sk, gdpr@healthacademy.cz","+421 919 434 552, 35343264, 35343620, 35343265, 35343683",,,CZ,
https://www.heliumking.sk/,OK,"info@heliumking.sk, predajne@heliumking.sk","02/33070404, +421948632665, +421911159110, +421911154110, 33 070 404",,5,SK,
https://www.herbatica.sk/,OK,"ahoj@herbatica.sk, koobchod@herbatica.sk",+421232112345,Herbatica Herbatica|zakladateľov|3,5,SK,
https://hevisleep.sk/,OK,podpora@hevisleep.sk,+421 951 095 248,,5,SK,
https://eshop.hillvital.eu/,OK,info@hillvitalshop.eu,"0904408548, +421 904 408 548",Zuzana Gontkovič|manager|3,5,SK,
